γ,Method,iterations,runtime,mean_a,sd_a,min_a,max_a,mean_c,sd_c,min_c,max_c,frac_constrained,corr_a_lag,corr_c_lag,corr_c_z,corr_a_z,ee_mean,ee_median,ee_p10,ee_p90
2.0,standard,3185,4.213000059127808,97.11644940054944,46.72089475207233,3.2506344904557305,173.76406160354634,1.9896231576384529,0.4715750676708597,1.0205091847405607,2.8243333566853646,0.0,0.9999940299779709,0.9988198789496621,0.06915661065109878,-0.01692961441536045,-2.493265444247361,-2.370958945948792,-3.3828809305835286,-1.9039190810810132
2.0,ces,3687,5.750999927520752,97.11619704737672,46.72082998520699,3.250630996393694,173.76379256869944,1.9896206855680492,0.4715744113311387,1.0205092273053027,2.8243304839393306,0.0,0.999994029955728,0.9988198844117139,0.06915662004930057,-0.01692953987680418,-2.4932528590444987,-2.3709735060483443,-3.3828338020600652,-1.9039119056825378
10.0,standard,2080,3.4839999675750732,92.84760905509313,34.73029640259888,11.087718331463334,151.47467266177426,1.765796679345703,0.28820266872278455,1.0668426511338904,2.3067823540107084,0.0,0.999988374161957,0.9973719974458851,0.1201592741032117,0.0006229408162823209,-1.7768337070356177,-1.8697956542678087,-2.5869833978993637,-1.0901819656712926
10.0,ces,5000,16.693000078201294,6.720137580044348e34,4.079647883675369e35,6666.536235656514,5.0670221985982867e36,-2.693118140049836e28,1.6349070196432518e29,-2.0308700969453384e30,-0.002444482160049624,0.0,1.0,0.9999999845898412,0.06789773015262651,-0.06795122740010073,-2.681936665037251,-2.681936665037247,-2.681936665037316,-2.6819366650372003
